origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	refseq_id	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_refseq_id	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
AL-18_AY253279.1	chr4	184274550	5LTR	-	1	not found					CLDN24	NM_001185149	100132463	-	30971		12843741
AL-19_AY255830.1	chrX	42797194	5LTR	-	1	not found					DD413549			-	67522		12843741
C-1_AY253273.1	chr16	258614	5LTR	+	1	LUC7L	NM_018032	55692	-	intron3					0		12843741
C-2_AY255033.1	chr12	54006736	5LTR	+	1	ATF7	NR_073163	11016	-	intron1;Flag=First					0		12843741
C-3_AY255034.1	chr6	45481312	5LTR	-	1	RUNX2	NM_001024630	860	+	intron7					0		12843741
PT1_Y11.4	chr1	150092532	3LTR	+	1	VPS45	NM_007259	11311	+	intron14;Flag=Last					0		24968937
PT5_Y14.5	chr9	135553991	3LTR	+	1	GTF3C4	NM_012204	9329	+	exon2					0		24968937
PT1_Y11.4	chr6	34304897	5LTR	-	1	RPS10-NUDT3	NM_001202470	100529239	-	intron6					0		24968937
PT1_Y0.2	chr1	150395416	5LTR	+	1	RPRD2	NM_015203	23248	+	intron2					0		24968937
PT1_Y11.4	chr16	67066122	3LTR	-	1	CBFB	NM_001755	865	+	intron2					0		24968937
PT1_Y11.4	chr6	90783866	5LTR	-	1	BACH2	NM_001170794	60468	-	intron3					0		24968937
PT2_Y12.9	chr2	192508579	3LTR	+	1	not found					NABP1	NR_045622	64859	+	34218		24968937
PT3_Y7.2	chr4	154435233	3LTR	+	1	KIAA0922	NM_001131007	23240	+	intron3					0		24968937
PT1_Y11.4	chr17	19767334	3LTR	+	1	ULK2	NM_014683	9706	-	intron3					0		24968937
PT2_Y12.9	chr12	46595029	3LTR	+	1	SLC38A1	NM_030674	81539	-	intron12					0		24968937
PT1_Y0.2	chr6	90899777	3LTR	-	1	BACH2	NM_001170794	60468	-	intron2					0		24968937
PT1_Y0.2	chr3	51484268	5LTR	-	1	VPRBP	NM_014703	9730	-	intron6					0		24968937
PT1_Y11.4	chr3	51434777	5LTR	-	2	RBM15B	NM_013286	29890	+	exon1;Flag=SingleExo					0		24968937
PT1_Y11.4	chr22	31927174	5LTR	-	2	SFI1	NM_014775	9814	+	intron4					0		24968937
PT1_Y11.4	chr19	13275517	3LTR	+	1	not found					IER2	NM_004907	9592	+	9799		24968937
PT1_Y11.4	chr7	24990855	5LTR	-	1	OSBPL3	NM_015550	26031	-	intron1;Flag=First					0		24968937
PT5_Y14.5	chr19	2092508	3LTR	+	1	MOB3A	NM_130807	126308	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr17	80421451	3LTR	+	1	NARF	NM_001038618	26502	+	intron2					0		24968937
PT3_Y7.2	chr2	14904684	3LTR	-	1	not found					AX747684			+	113751		24968937
PT1_Y11.4	chr11	108181338	5LTR	-	1	ATM	NM_000051	472	+	intron39					0		24968937
PT1_Y11.4	chr1	150916189	3LTR	+	1	SETDB1	NM_001145415	9869	+	intron7					0		24968937
PT1_Y11.4	chr6	90725892	5LTR	-	2	BACH2	NM_001170794	60468	-	intron3					0		24968937
PT1_Y4.8	chr19	2185796	5LTR	-	1	DOT1L	NM_032482	84444	+	intron2					0		24968937
PT1_Y11.4	chr14	35685806	3LTR	-	1	KIAA0391	NM_001256679	9692	+	intron5					0		24968937
PT1_Y0.2	chr5	109702534	3LTR	+	1	not found					TMEM232			-	50857		24968937
PT1_Y11.4	chr6	31131661	3LTR	-	1	TCF19	NM_001077511	6941	+	exon4;Flag=Last					0		24968937
PT4_Y12.2	chr12	107353077	3LTR	-	2	C12ORF23	NM_152261	90488	+	intron2					0		24968937
PT1_Y11.4	chr7	87599365	3LTR	-	1	ADAM22	NM_016351	53616	+	intron2					0		24968937
PT1_Y11.4	chr6	34647892	3LTR	-	1	C6ORF106	NM_024294	64771	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr14	97296489	5LTR	-	1	VRK1	NM_003384	7443	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	144929226	3LTR	-	1	PDE4DIP	NM_001198832	9659	-	intron8					0		24968937
PT1_Y11.4	chr6	150093287	5LTR	-	1	PCMT1	NM_005389	5110	+	intron2					0		24968937
PT3_Y7.2	chr17	16970031	3LTR	-	1	MPRIP	NM_201274	23164	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr19	17308365	3LTR	-	1	MYO9B	NM_004145	4650	+	intron22					0		24968937
PT5_Y14.5	chr19	17875949	3LTR	+	1	FCHO1	NM_001161357	23149	+	intron6					0		24968937
PT1_Y11.4	chr16	68130647	5LTR	-	1	NFATC3	NM_173165	4775	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr12	4295561	3LTR	-	1	not found					CCND2	NM_001759	894	+	87340		24968937
PT3_Y7.2	chr3	15294446	3LTR	+	1	not found					CAPN7	NM_014296	23473	+	23		24968937
PT1_Y0.2	chr1	224614571	3LTR	-	1	WDR26	NM_001115113	80232	-	intron3					0		24968937
PT1_Y11.4	chr11	65271074	3LTR	-	1	LOC100996467			-	exon2;Flag=Last					0		24968937
PT1_Y11.4	chr17	27877735	5LTR	-	1	TAOK1	NM_025142	57551	+	exon18;Flag=Last					0		24968937
PT1_Y11.4	chr10	44281353	5LTR	-	1	not found					HNRNPA3P1	NR_002726		-	1506		24968937
PT1_Y11.4	chrX	15858834	3LTR	+	1	AP1S2	NM_003916	8905	-	intron4;Flag=Last					0		24968937
PT1_Y11.4	chr1	198506789	3LTR	-	7	ATP6V1G3	NM_133262	127124	-	intron2					0		24968937
PT1_Y11.4	chr19	47655988	3LTR	+	1	SAE1	NM_005500	10055	+	intron3					0		24968937
PT1_Y11.4	chr16	88652099	3LTR	+	1	ZC3H18	NM_144604	124245	+	intron2					0		24968937
PT1_Y11.4	chr9	132777706	5LTR	-	1	FNBP1	NM_015033	23048	-	intron1;Flag=First					0		24968937
PT1_Y4.8	chr15	66070410	5LTR	+	1	DENND4A	NM_005848	10260	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr9	6001946	3LTR	-	4	KIAA2026	NM_001017969	158358	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	109443124	3LTR	-	1	GPSM2	NM_013296	29899	+	intron7					0		24968937
PT1_Y11.4	chr16	24562540	3LTR	-	1	RBBP6	NM_018703	5930	+	intron3					0		24968937
PT1_Y11.4	chr18	43813346	5LTR	-	1	C18ORF25	NM_001008239	147339	+	intron2					0		24968937
PT1_Y4.8	chr20	3961150	3LTR	-	1	RNF24	NM_001134337	11237	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr16	31900036	3LTR	-	1	ZNF267	NR_049749	10308	+	intron3					0		24968937
PT3_Y7.2	chrX	153558489	3LTR	-	1	TKTL1	NM_012253	8277	+	exon13;Flag=Last					0		24968937
PT4_Y12.2	chr19	36896167	3LTR	+	1	ZFP82	NM_133466	284406	-	intron4;Flag=Last					0		24968937
PT1_Y11.4	chr15	52894767	5LTR	+	2	FAM214A	NM_019600	56204	-	intron7					0		24968937
PT5_Y14.5	chr17	38799819	3LTR	-	1	SMARCE1	NM_003079	6605	-	intron3					0		24968937
PT4_Y12.2	chr4	103429720	3LTR	-	1	NFKB1	NM_003998	4790	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chrX	149827578	5LTR	-	1	MTM1	NM_000252	4534	+	intron11					0		24968937
PT4_Y12.2	chr17	60044806	3LTR	+	1	MED13	NM_005121	9969	-	intron18					0		24968937
PT3_Y7.2	chr22	21955764	3LTR	-	1	UBE2L3	NM_001256355	7332	+	intron2					0		24968937
PT1_Y11.4	chr14	99695552	3LTR	+	2	BCL11B	NM_022898	64919	-	intron2;Flag=Last					0		24968937
PT4_Y12.2	chr16	713724	3LTR	-	1	WDR90	NM_145294	197335	+	intron34					0		24968937
PT1_Y0.2	chr1	117329507	3LTR	-	1	not found					CD2	NM_001767	914	+	17656		24968937
PT1_Y4.8	chr2	43811727	5LTR	+	1	THADA	NM_022065	63892	-	intron7					0		24968937
PT1_Y4.8	chr15	44962782	3LTR	-	1	PATL2	NM_001145112	197135	-	intron7					0		24968937
PT1_Y0.2	chr7	105717174	3LTR	+	1	not found					SYPL1	NM_182715	6856	-	13639		24968937
PT1_Y0.2	chr3	114543432	3LTR	-	1	ZBTB20	NM_015642	26137	-	intron3					0		24968937
PT1_Y0.2	chr12	12020890	5LTR	+	1	ETV6	NM_001987	2120	+	intron4					0		24968937
PT4_Y12.2	chr17	66524287	3LTR	-	1	PRKAR1A	NM_212471	5573	+	intron8					0		24968937
PT1_Y11.4	chr2	159370503	3LTR	+	1	PKP4	NM_003628	8502	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr16	23946910	3LTR	+	1	PRKCB	NM_002738	5579	+	intron2					0		24968937
PT1_Y11.4	chr6	90750365	5LTR	-	1	BACH2	NM_001170794	60468	-	intron3					0		24968937
PT1_Y0.2	chr6	34653953	3LTR	-	1	C6ORF106	NM_024294	64771	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr22	39482729	3LTR	-	5	APOBEC3G	NM_021822	60489	+	intron6					0		24968937
PT1_Y11.4	chrX	123105625	3LTR	+	1	STAG2	NM_001042749	10735	+	intron1;Flag=First					0		24968937
PT1_Y4.8	chr19	19544919	3LTR	+	1	GATAD2A	NM_017660	54815	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr18	23719147	3LTR	-	1	PSMA8	NM_144662	143471	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr11	73217928	3LTR	-	1	FAM168A	NM_015159	23201	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr3	47095792	5LTR	-	1	SETD2	NM_014159	29072	-	intron15					0		24968937
PT1_Y11.4	chr9	130827432	3LTR	-	4	NAIF1	NM_197956	203245	-	intron1;Flag=SingleI					0		24968937
PT1_Y11.4	chr16	14307633	3LTR	+	15	MKL2	NM_014048	57496	+	intron6					0		24968937
PT1_Y11.4	chr19	50079055	3LTR	-	1	NOSIP	NM_015953	51070	-	intron2					0		24968937
PT5_Y14.5	chr16	15738248	3LTR	-	1	NDE1	NM_001143979	54820	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr17	37960976	3LTR	+	1	IKZF3	NM_012481	22806	-	intron3					0		24968937
PT1_Y11.4	chr17	76083679	3LTR	+	1	TNRC6C	NM_018996	57690	+	intron14					0		24968937
PT1_Y11.4	chr11	75215968	5LTR	-	1	GDPD5	NM_030792	81544	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr12	6858388	3LTR	-	1	MLF2	NR_026581	8079	-	intron7					0		24968937
PT1_Y11.4	chr19	10416716	3LTR	-	1	ZGLP1	NM_001103167	100125288	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr16	31740868	3LTR	-	1	ZNF720	NM_001130913	124411	+	intron3					0		24968937
PT4_Y12.2	chr11	95398878	3LTR	+	1	not found					FAM76B	NM_144664	143684	-	103227		24968937
PT1_Y11.4	chr9	115012006	3LTR	-	1	PTBP3	NM_001163788	9991	-	intron7					0		24968937
PT1_Y11.4	chr2	219552263	5LTR	+	1	STK36	NM_001243313	27148	+	intron11					0		24968937
PT1_Y11.4	chr11	954831	5LTR	-	1	AP2A2	NM_001242837	161	+	intron1;Flag=First					0		24968937
PT1_Y4.8	chr15	85161682	5LTR	+	1	ZSCAN2	NM_181877	54993	+	intron2;Flag=Last					0		24968937
PT1_Y0.2	chr7	127011534	3LTR	-	1	ZNF800	NM_176814	168850	-	exon6;Flag=Last					0		24968937
PT1_Y0.2	chr3	100450950	5LTR	+	1	TFG	NM_001007565	10342	+	intron4					0		24968937
PT3_Y7.2	chr19	810990	3LTR	-	1	PTBP1	NM_002819	5725	+	exon15;Flag=Last					0		24968937
PT1_Y11.4	chr7	44868581	3LTR	-	2	H2AFV	NM_138635	94239	-	exon5;Flag=Last					0		24968937
PT1_Y11.4	chr9	128427322	3LTR	-	1	MAPKAP1	NM_001006621	79109	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr6	41960772	3LTR	+	1	CCND3	NM_001136017	896	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chrX	154506621	5LTR	-	1	CLIC2	NM_001289	1193	-	exon6;Flag=Last					0		24968937
PT1_Y4.8	chr1	52956520	3LTR	+	1	ZCCHC11	NM_015269	23318	-	intron7					0		24968937
PT5_Y14.5	chr17	43482547	3LTR	+	1	ARHGAP27	NM_199282	201176	-	intron2					0		24968937
PT1_Y11.4	chr12	76216573	5LTR	+	1	not found					SNORA70			-	133524		24968937
PT3_Y7.2	chr6	69785326	3LTR	+	1	BAI3	NM_001704	577	+	intron16					0		24968937
PT1_Y11.4	chr21	34918474	5LTR	-	1	SON	NM_138927	6651	+	intron1;Flag=First					0		24968937
PT3_Y0	chr17	62523069	3LTR	-	1	CEP95	NM_138363	90799	+	intron10					0		24968937
PT3_Y7.2	chr2	128279836	3LTR	+	2	IWS1	NM_017969	55677	-	intron2					0		24968937
PT3_Y7.2	chr19	56655086	3LTR	+	1	ZNF444	NM_018337	55311	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr7	130859778	5LTR	+	1	MKLN1	NM_001145354	4289	+	intron2					0		24968937
PT1_Y4.8	chr7	98504670	3LTR	-	1	TRRAP	NM_003496	8295	+	intron13					0		24968937
PT1_Y0.2	chr1	1809470	5LTR	+	1	GNB1	NM_002074	2782	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr15	75156768	5LTR	-	1	SCAMP2	NM_005697	10066	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chrX	117558931	3LTR	+	1	WDR44	NM_019045	54521	+	intron12					0		24968937
PT5_Y14.5	chr15	90935491	3LTR	+	1	IQGAP1	NM_003870	8826	+	intron2					0		24968937
PT3_Y7.2	chr6	32830785	3LTR	-	1	not found					PSMB9	NM_002800	5698	+	3157		24968937
PT4_Y12.2	chr12	49099489	5LTR	-	1	CCNT1	NM_001240	904	-	intron3					0		24968937
PT5_Y14.5	chr17	18185166	3LTR	+	1	TOP3A	NM_004618	7156	-	intron16					0		24968937
PT3_Y7.2	chr11	65196009	3LTR	+	1	not found					FRMD8	NM_031904	83786	+	15014		24968937
PT4_Y12.2	chr11	43746590	3LTR	+	1	HSD17B12	NM_016142	51144	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr2	68679737	3LTR	+	1	not found					FBXO48	NM_001024680	554251	-	9767		24968937
PT1_Y11.4	chr5	162896981	5LTR	+	2	HMMR	NM_012485	3161	+	intron4					0		24968937
PT1_Y0.2	chr12	62749267	3LTR	-	1	USP15	NM_006313	9958	+	intron7					0		24968937
PT1_Y0.2	chr1	113126021	3LTR	+	1	ST7L	NM_017744	54879	-	intron7					0		24968937
PT1_Y0.2	chr11	66990716	5LTR	+	1	KDM2A	NM_012308	22992	+	intron10					0		24968937
PT4_Y12.2	chr9	134093569	3LTR	-	1	NUP214	NM_005085	8021	+	intron31					0		24968937
PT1_Y11.4	chrX	123182588	5LTR	-	1	STAG2	NM_001042749	10735	+	intron9					0		24968937
PT1_Y0.2	chr6	158655712	5LTR	-	1	not found					GTF2H5	NM_207118	404672	+	35336		24968937
PT1_Y0.2	chr1	230331850	5LTR	-	1	GALNT2	NM_004481	2590	+	intron2					0		24968937
PT1_Y11.4	chr17	37959219	3LTR	+	1	IKZF3	NM_012481	22806	-	intron3					0		24968937
PT1_Y11.4	chr22	40527774	3LTR	+	1	TNRC6B	NM_001024843	23112	+	intron3					0		24968937
PT3_Y7.2	chr11	9463849	5LTR	-	1	IPO7	NM_006391	10527	+	intron24;Flag=Last					0		24968937
PT4_Y12.2	chr9	131342244	3LTR	-	1	SPTAN1	NM_001195532	6709	+	intron10					0		24968937
PT2_Y12.9	chr18	2706187	3LTR	+	1	SMCHD1	NM_015295	23347	+	intron14					0		24968937
PT1_Y11.4	chr7	150181551	5LTR	+	1	not found					GIMAP8	NM_175571	155038	+	5068		24968937
PT4_Y12.2	chr10	80823541	3LTR	+	1	LOC283050	NR_015429	283050	-	intron3					0		24968937
PT1_Y11.4	chr3	49242014	3LTR	+	1	CCDC36	NM_178173	339834	+	intron3					0		24968937
PT1_Y11.4	chr9	133706183	3LTR	-	1	ABL1	NM_007313	25	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr7	114616620	3LTR	-	1	MDFIC	NM_199072	29969	+	intron3					0		24968937
PT1_Y11.4	chr11	122562384	3LTR	+	1	UBASH3B	NM_032873	84959	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr3	107491132	5LTR	+	1	BBX	NM_020235	56987	+	intron10					0		24968937
PT1_Y4.8	chr4	24550456	3LTR	-	1	DHX15	NM_001358	1665	-	intron6					0		24968937
PT1_Y11.4	chr4	928788	5LTR	+	1	TMEM175	NM_032326	84286	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr17	40394733	3LTR	-	1	STAT5B	NM_012448	6777	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	1791270	3LTR	+	1	GNB1	NM_002074	2782	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr12	80220397	3LTR	+	1	PPP1R12A	NM_001143885	4659	-	intron6					0		24968937
PT1_Y11.4	chr19	19546809	3LTR	-	1	GATAD2A	NM_017660	54815	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr8	95842756	3LTR	-	1	INTS8	NM_017864	55656	+	intron5					0		24968937
PT1_Y11.4	chr11	128379483	3LTR	-	1	ETS1	NM_001143820	2113	-	intron3					0		24968937
PT1_Y11.4	chr22	25496460	3LTR	+	1	KIAA1671	NM_001145206	85379	+	intron4					0		24968937
PT1_Y0.2	chr15	40461684	5LTR	+	1	BUB1B	NM_001211	701	+	intron2					0		24968937
PT1_Y11.4	chr3	69321383	5LTR	-	1	FRMD4B	NM_015123	23150	-	intron5					0		24968937
PT1_Y0.2	chr2	106799061	3LTR	-	1	UXS1	NM_025076	80146	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr11	35010968	3LTR	+	1	PDHX	NM_003477	8050	+	intron9					0		24968937
PT1_Y11.4	chr19	16500352	3LTR	+	2	EPS15L1	NM_001258374	58513	-	intron19					0		24968937
PT1_Y11.4	chr10	104043452	3LTR	+	1	GBF1	NM_001199379	8729	+	intron3					0		24968937
PT4_Y12.2	chr19	8525056	3LTR	+	1	HNRNPM	NM_031203	4670	+	intron2					0		24968937
PT5_Y14.5	chr12	111956942	3LTR	+	1	ATXN2	NM_002973	6311	-	intron8					0		24968937
PT1_Y0.2	chr20	21345760	3LTR	-	1	XRN2	NM_012255	22803	+	intron24					0		24968937
PT1_Y0.2	chr16	2126449	5LTR	+	1	TSC2	NM_001077183	7249	+	intron24					0		24968937
PT4_Y12.2	chr16	50352524	3LTR	+	1	not found					BRD7	NM_013263	29117	-	404		24968937
PT1_Y11.4	chr7	30359729	3LTR	-	1	ZNRF2	NM_147128	223082	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	40696336	5LTR	+	1	RLF	NM_012421	6018	+	intron6					0		24968937
PT1_Y0.2	chr5	50035002	5LTR	-	1	PARP8	NM_001178055	79668	+	intron3					0		24968937
PT3_Y0	chr11	95712890	3LTR	-	1	MAML2	NM_032427	84441	-	exon5;Flag=Last					0		24968937
PT1_Y11.4	chr16	69634061	3LTR	+	1	NFAT5	NM_138714	10725	+	intron2					0		24968937
PT1_Y11.4	chr6	14693616	3LTR	+	1	not found					JARID2	NM_001267040	3720	+	552117		24968937
PT1_Y0.2	chr3	51434777	5LTR	-	1	RBM15B	NM_013286	29890	+	exon1;Flag=SingleExo					0		24968937
PT3_Y7.2	chr11	118140542	3LTR	-	1	not found					MPZL2	NM_144765	10205	-	5291		24968937
PT1_Y11.4	chr9	96219534	3LTR	-	1	FAM120A	NM_014612	23196	+	intron1;Flag=First					0		24968937
PT5_Y14.5	chr16	70164167	3LTR	+	1	PDPR	NM_017990	55066	+	intron6					0		24968937
PT1_Y11.4	chr1	118475599	3LTR	-	1	WDR3	NM_006784	10885	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr10	14803841	5LTR	+	1	FAM107B	NM_031453	83641	-	intron1;Flag=First					0		24968937
PT3_Y7.2	chr17	47403627	3LTR	+	1	ZNF652	NM_014897	22834	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr7	104666376	5LTR	+	1	MLL5	NM_182931	55904	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr2	54820689	3LTR	+	1	SPTBN1	NM_003128	6711	+	intron2					0		24968937
PT3_Y7.2	chr19	42780680	3LTR	+	1	LOC100652741	XM_003403479	100652741	+	intron3					0		24968937
PT5_Y14.5	chr11	761110	3LTR	-	1	TALDO1	NM_006755	6888	+	intron4					0		24968937
PT1_Y11.4	chr2	198084497	5LTR	-	1	ANKRD44	NM_001195144	91526	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	10415716	5LTR	+	1	KIF1B	NM_015074	23095	+	intron36					0		24968937
PT3_Y7.2	chr18	48720660	3LTR	+	1	MEX3C	NM_016626	51320	-	intron1;Flag=SingleI					0		24968937
PT4_Y12.2	chrY	15474488	3LTR	-	1	UTY	NR_047647	7404	-	intron10					0		24968937
PT1_Y4.8	chr18	72012138	3LTR	+	1	C18ORF63	NM_001174123	644041	+	intron11					0		24968937
PT1_Y11.4	chr17	17832995	5LTR	-	1	TOM1L2	NM_001082968	146691	-	intron1;Flag=First					0		24968937
PT4_Y12.2	chr11	89951130	3LTR	+	1	CHORDC1	NM_012124	26973	-	intron2					0		24968937
PT1_Y11.4	chr6	129952125	5LTR	-	1	ARHGAP18	NM_033515	93663	-	intron4					0		24968937
PT1_Y11.4	chr17	75987657	5LTR	+	1	not found					septin 9/TNRC6C fusi			+	12593		24968937
PT3_Y7.2	chr12	905922	3LTR	+	1	WNK1	NM_213655	65125	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr17	73951646	5LTR	+	1	ACOX1	NM_001185039	51	-	intron6					0		24968937
PT1_Y11.4	chr21	47989217	3LTR	+	1	DIP2A	NM_015151	23181	+	exon38;Flag=Last					0		24968937
PT1_Y11.4	chr22	40648761	3LTR	-	1	TNRC6B	NM_001024843	23112	+	intron6					0		24968937
PT1_Y0.2	chr20	49522968	3LTR	+	1	ADNP	NM_181442	23394	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr7	73239748	5LTR	+	1	not found					hCPE-R			+	2325		24968937
PT1_Y11.4	chr6	25456567	5LTR	-	1	LRRC16A	NM_017640	55604	+	intron8					0		24968937
PT1_Y0.2	chr11	128394397	3LTR	+	1	ETS1	NM_001143820	2113	-	intron3					0		24968937
PT1_Y11.4	chr21	47990522	3LTR	+	9	not found					DIP2A			+	596		24968937
PT1_Y11.4	chr1	167276059	5LTR	+	1	POU2F1	NM_002697	5451	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	111714564	3LTR	+	7	CEPT1	NM_001007794	10390	+	intron4					0		24968937
PT1_Y0.2	chr8	60017181	5LTR	-	1	TOX	NM_014729	9760	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr15	93360948	5LTR	+	1	not found					ASB9P1	NR_033769		+	20610		24968937
PT1_Y0.2	chr8	82438539	5LTR	+	1	FABP12	NM_001105281	646486	-	intron3;Flag=Last					0		24968937
PT1_Y11.4	chr17	27766731	3LTR	+	1	TAOK1	NM_025142	57551	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr5	180401794	5LTR	+	1	not found					BTNL3	NM_197975	10917	+	14050		24968937
PT1_Y11.4	chr19	2844520	5LTR	-	2	ZNF555	NM_152791	148254	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr17	27828819	5LTR	+	2	TAOK1	NM_025142	57551	+	intron12					0		24968937
PT1_Y11.4	chr15	63844687	3LTR	-	1	USP3	NR_046342	9960	+	intron4					0		24968937
PT1_Y4.8	chr12	56829394	5LTR	-	1	TIMELESS	NM_003920	8914	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr21	16030088	3LTR	+	1	not found					LOC388813	NM_001256579	388813	-	14660		24968937
PT3_Y0	chr19	10288219	3LTR	-	1	DNMT1	NM_001130823	1786	-	intron5					0		24968937
PT1_Y11.4	chr6	31327204	5LTR	-	1	not found					HLA-B	NM_005514	3106	-	2215		24968937
PT1_Y0.2	chr19	34721511	5LTR	+	2	not found					LSM14A	NM_015578	26065	+	1091		24968937
PT3_Y0	chr11	63615264	3LTR	-	1	MARK2	NM_004954	2011	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr7	30349446	3LTR	-	1	ZNRF2	NM_147128	223082	+	intron1;Flag=First					0		24968937
PT1_Y4.8	chr2	70437377	5LTR	-	1	TIA1	NM_022173	7072	-	exon13;Flag=Last					0		24968937
PT1_Y11.4	chr7	99618357	5LTR	-	2	ZKSCAN1	NM_003439	7586	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr7	17898509	3LTR	+	1	SNX13	NM_015132	23161	-	intron9					0		24968937
PT1_Y11.4	chr19	19400795	5LTR	-	1	SUGP1	NM_172231	57794	-	intron8					0		24968937
PT3_Y7.2	chr5	94015987	3LTR	+	1	ANKRD32	NM_032290	84250	+	intron15					0		24968937
PT1_Y11.4	chr11	117041597	3LTR	+	2	PAFAH1B2	NM_002572	5049	+	exon6;Flag=Last					0		24968937
PT1_Y0.2	chr10	76307914	3LTR	+	1	ADK	NM_001202450	132	+	intron6					0		24968937
PT5_Y14.5	chr12	56387531	3LTR	+	1	RAB5B	NM_001252036	5869	+	exon6;Flag=Last					0		24968937
PT4_Y12.2	chr8	29977903	3LTR	+	1	LEPROTL1	NM_001128208	23484	+	intron3;Flag=Last					0		24968937
PT1_Y0.2	chr1	52707664	5LTR	+	1	ZFYVE9	NM_007323	9372	+	intron4;Flag=Last					0		24968937
PT1_Y0.2	chr13	21438770	3LTR	+	1	XPO4	NM_022459	64328	-	intron2					0		24968937
PT4_Y12.2	chr2	64430121	3LTR	+	1	LINC00309	NR_033837	150992	-	intron2					0		24968937
PT1_Y11.4	chr5	118684128	5LTR	-	1	TNFAIP8	NM_001077654	25816	+	intron1;Flag=SingleI					0		24968937
PT1_Y0.2	chr3	69093696	5LTR	+	1	TMF1	NM_007114	7110	-	exon3					0		24968937
PT1_Y11.4	chr11	65926950	5LTR	+	1	PACS1	NM_018026	55690	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr1	213044365	3LTR	+	1	FLVCR1	NM_014053	28982	+	intron2					0		24968937
PT1_Y11.4	chr6	42756261	3LTR	-	1	not found					GLTSCR1L	NM_015349	23506	+	32532		24968937
PT5_Y14.5	chr1	153617087	3LTR	+	1	CHTOP	NM_015607	26097	+	intron5;Flag=Last					0		24968937
PT1_Y0.2	chr7	92382425	3LTR	+	2	CDK6	NM_001145306	1021	-	intron3					0		24968937
PT1_Y11.4	chr17	40421711	3LTR	+	6	STAT5B	NM_012448	6777	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	193604115	3LTR	-	1	not found					CDC73	NM_024529	79577	+	380173		24968937
PT1_Y11.4	chr4	48176597	3LTR	+	1	TEC	NM_003215	7006	-	intron3					0		24968937
PT4_Y12.2	chr1	229269033	3LTR	+	1	not found					RAB4A	NM_004578	5867	+	137775		24968937
PT1_Y11.4	chr1	197564955	5LTR	+	1	DENND1B	NM_001195215	163486	-	intron13					0		24968937
PT1_Y0.2	chr15	35429463	3LTR	-	1	not found					ANP32AP1	NR_003144		+	100063		24968937
PT1_Y0.2	chr19	6254110	5LTR	-	1	MLLT1	NM_005934	4298	-	intron3					0		24968937
PT1_Y11.4	chr4	123819447	3LTR	-	1	NUDT6	NM_198041	11162	-	intron3					0		24968937
