info/source_line,landmark,location,ltr,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/tissue,sample/tissue_url,sample/provirus_activity,environment,source_name
2889,chr12,110569745,3p,R,5O55L:02361:01143,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2890,chr12,110575155,3p,R,GXIEMIS01BFM4N,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2891,chr12,110646326,3p,F,5O55L:00626:00819,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2892,chr12,110738885,3p,F,G13FKHM01AZ7BU,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2893,chr12,111364974,3p,R,G13FKHM01A9BO1,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2894,chr12,111460938,3p,R,GXIEMIS01A5AYK,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2895,chr12,111467921,3p,F,5O55L:01228:00966,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2896,chr12,111485677,3p,F,G13FKHM01BUJ8N,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2897,chr12,111503231,3p,R,GXIEMIS01APRVP,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2898,chr12,111543977,3p,R,5O55L:01968:02559,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2899,chr12,111705291,3p,F,5O55L:01064:00476,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2900,chr12,111976056,3p,R,G13FKHM01BF80H,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2901,chr12,111977366,3p,R,G13FKHM01BTL7Z,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2902,chr12,111977558,3p,F,G13FKHM01ATVAF,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2903,chr12,111978993,3p,R,G13FKHM01BZ0GM,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2904,chr12,111981675,3p,R,G13FKHM01BIMS4,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2905,chr12,111982012,3p,F,GXIEMIS01BB42M,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2906,chr12,111997061,3p,F,GXIEMIS01ARN5I,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2907,chr12,111998356,3p,R,GXIEMIS01AP3XK,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2908,chr12,111999040,3p,F,5O55L:01745:01782,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2909,chr12,112000635,3p,R,5O55L:02318:01042,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2910,chr12,112042150,3p,F,GXIEMIS01A2HLX,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2911,chr12,112048465,3p,R,5O55L:00974:02540,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2912,chr12,112075698,3p,R,5O55L:01902:01250,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2913,chr12,112085300,3p,F,GXIEMIS01ATLYQ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2914,chr12,112106471,3p,R,5O55L:02551:01584,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2915,chr12,112147904,3p,F,GXIEMIS01AUQYW,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2916,chr12,112249453,3p,F,5O55L:01353:01817,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2917,chr12,112830446,3p,R,G13FKHM01AUOTY,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2918,chr12,112913177,3p,R,G13FKHM01BX2SQ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2919,chr12,112913545,3p,R,G13FKHM01BWCMX,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2920,chr12,112942197,3p,F,GXIEMIS01AH9X5,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2921,chr12,112982007,3p,F,G13FKHM01BDA3P,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2922,chr12,112986098,3p,R,G13FKHM01BAGEY,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2923,chr12,112992034,3p,F,5O55L:02279:01211,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2924,chr12,113182795,3p,F,G13FKHM01ALC5Z,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2925,chr12,113238941,3p,R,GXIEMIS01BADRS,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2926,chr12,113262456,3p,F,ID23C2,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
2927,chr12,113598430,3p,F,5O55L:02263:02714,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2928,chr12,115371113,3p,R,5O55L:00954:00057,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2929,chr12,115970180,3p,F,5O55L:02379:02017,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2930,chr12,116082360,3p,F,G13FKHM01A2M92,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2931,chr12,116082402,3p,F,G13FKHM01A2EJA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2932,chr12,116096576,3p,R,GXIEMIS01BFN7U,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2933,chr12,116105660,3p,R,G13FKHM01BY70X,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2934,chr12,116169120,3p,R,5O55L:02380:01367,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2935,chr12,116200356,3p,R,5O55L:02132:02438,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2936,chr12,116957380,5p,R,171__071,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
2937,chr12,117656890,3p,R,G13FKHM01BM95Q,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2938,chr12,118185238,3p,R,5O55L:02380:01551,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2939,chr12,118240891,3p,F,5O55L:02611:01694,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2940,chr12,118271937,3p,R,5O55L:00384:00119,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2941,chr12,118347809,3p,F,5O55L:01458:00583,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2942,chr12,118349738,3p,F,G13FKHM01AATC2,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2943,chr12,119765497,3p,R,5O55L:00641:00665,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2944,chr12,119992156,3p,R,G13FKHM01BDTYT,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2945,chr12,120017618,3p,R,G13FKHM01AAUAJ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2946,chr12,120019703,3p,R,GXIEMIS01BJOLW,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2947,chr12,120030625,3p,R,5O55L:00952:02226,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2948,chr12,120031792,3p,R,GXIEMIS01AG18X,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2949,chr12,120033742,3p,R,IBB9H05,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
2950,chr12,120035312,3p,F,5O55L:02218:01087,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2951,chr12,120049358,3p,F,GXIEMIS01ACEBE,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2952,chr12,120106170,3p,R,G13FKHM01AR65D,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2953,chr12,120246062,3p,R,G13FKHM01B0Y91,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2954,chr12,120453933,3p,R,GXIEMIS01A997J,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2955,chr12,120782076,3p,R,GXIEMIS01BL5HB,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2956,chr12,120783105,3p,R,ID25G12,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
2957,chr12,120784112,3p,R,GXIEMIS01BUWUT,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2958,chr12,120800357,3p,R,G13FKHM01AYO2B,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2959,chr12,120803650,3p,R,5O55L:01394:00367,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2960,chr12,120814288,3p,R,GXIEMIS01ATFKJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2961,chr12,120831351,3p,F,5O55L:01460:01027,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2962,chr12,120836066,3p,F,G13FKHM01ATS1S,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2963,chr12,120840459,3p,F,G13FKHM01BAKIO,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2964,chr12,120848450,5p,R,164__085,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
2965,chr12,120856597,3p,R,G13FKHM01BEFY3,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2966,chr12,120861611,3p,R,G13FKHM01AAQMG,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2967,chr12,120865535,3p,F,ID7E6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
2968,chr12,120881117,3p,F,GXIEMIS01AY7XE,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2969,chr12,120895454,3p,F,5O55L:01905:01391,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2970,chr12,121176835,3p,F,GXIEMIS01AESXT,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2971,chr12,121317591,3p,F,G13FKHM01BXDUD,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2972,chr12,121347684,3p,F,G13FKHM01B2NKO,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2973,chr12,121408509,3p,F,5O55L:02011:01031,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2974,chr12,121483430,3p,F,G13FKHM01AX52G,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2975,chr12,121530621,3p,R,G13FKHM01A59SR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2976,chr12,121585322,3p,F,G13FKHM01BCDYY,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2977,chr12,121587193,3p,R,GXIEMIS01AOLJ0,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2978,chr12,121638555,3p,R,GXIEMIS01AVS8T,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2979,chr12,121666908,3p,F,GXIEMIS01A3ZQ1,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2980,chr12,121807375,3p,F,5O55L:01593:02710,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2981,chr12,121831517,3p,R,G13FKHM01BHHRN,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2982,chr12,121901591,3p,R,5O55L:01337:01480,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2983,chr12,121907218,3p,R,5O55L:02373:00822,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2984,chr12,122089568,3p,F,5O55L:02291:01945,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2985,chr12,122089604,3p,F,5O55L:02013:01380,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2986,chr12,122090298,3p,R,GXIEMIS01APQV0,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2987,chr12,122102821,3p,R,5O55L:02350:01566,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
2988,chr12,122210255,5p,R,HSHY_BN231__003,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
2989,chr12,122271877,3p,R,GXIEMIS01BGCP6,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2990,chr12,122283151,3p,F,G13FKHM01A5DD0,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2991,chr12,122303899,3p,R,GXIEMIS01B0JYG,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2992,chr12,122336848,5p,R,RSHY_106BN23__059,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
2993,chr12,122343520,3p,R,5O55L:02360:01737,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2994,chr12,122347892,3p,F,G13FKHM01A2QSU,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2995,chr12,122366704,3p,R,5O55L:01135:02282,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2996,chr12,122373907,3p,R,G13FKHM01ACEHW,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2997,chr12,122417948,3p,R,GXIEMIS01AMN5Z,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
2998,chr12,122479458,3p,F,5O55L:02435:02006,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
2999,chr12,122507577,3p,F,G13FKHM01AHHTU,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3000,chr12,122521287,3p,F,5O55L:01915:01091,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3001,chr12,122522883,3p,R,GXIEMIS01A1BTP,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3002,chr12,122533787,3p,F,5O55L:01887:01006,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3003,chr12,122541442,3p,R,5O55L:02195:01261,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3004,chr12,122543913,3p,F,G13FKHM01BOIPY,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3005,chr12,122550355,3p,R,G13FKHM01BZ0A9,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3006,chr12,122551889,3p,F,G13FKHM01AYIMV,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3007,chr12,122555156,3p,F,5O55L:01791:00399,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3008,chr12,122555204,3p,R,5O55L:02411:02622,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3009,chr12,122559801,3p,F,GXIEMIS01ACHYB,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3010,chr12,122565345,3p,F,G13FKHM01BSHC2,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3011,chr12,122572969,3p,R,IBB2D8,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3012,chr12,122574335,3p,F,5O55L:02533:02569,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3013,chr12,122625891,3p,F,IBB1A3,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3014,chr12,122875737,3p,R,GXIEMIS01BCKJH,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3015,chr12,122885358,3p,F,G13FKHM01BYJAZ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3016,chr12,122894660,3p,F,GXIEMIS01BZ06D,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3017,chr12,122909547,3p,R,GXIEMIS01AE4MJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3018,chr12,123164963,3p,R,IBB4C01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3019,chr12,123196665,3p,R,IBB14E4,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3020,chr12,123218941,3p,R,GXIEMIS01A52JQ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3021,chr12,123240183,5p,F,RSHY_106N_57_019,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
3022,chr12,123251645,3p,R,5O55L:01912:02007,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3023,chr12,123296569,3p,F,G13FKHM01AZULV,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3024,chr12,123323575,3p,R,5O55L:02096:02555,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3025,chr12,123327628,3p,F,5O55L:00805:00988,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3026,chr12,123386355,3p,R,5O55L:01457:01359,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3027,chr12,123445619,3p,R,GXIEMIS01APG56,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3028,chr12,123649168,3p,R,5O55L:02055:01452,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3029,chr12,123963566,3p,R,IBB8A08,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3030,chr12,124931256,3p,R,5O55L:02306:00694,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3031,chr12,125123497,3p,F,G13FKHM01BGVEI,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3032,chr12,126994565,3p,F,G13FKHM01APULA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3033,chr12,128129914,3p,F,5O55L:00585:02314,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3034,chr12,129265872,3p,R,G13FKHM01A5MYR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3035,chr12,129871843,3p,F,IBB12E04,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3036,chr12,130279907,3p,R,5O55L:01581:01788,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3037,chr12,130293274,3p,F,G13FKHM01BKJVQ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3038,chr12,130522708,3p,F,IBB11D03,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3039,chr12,130810650,5p,F,RSHY_106BN06__045,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
3040,chr12,130869472,5p,F,RSHY_106BN_72_046,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
3041,chr12,131724034,3p,R,G13FKHM01BRIJ4,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3042,chr12,131964333,3p,F,G13FKHM01BCHJF,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3043,chr12,132097497,3p,F,5O55L:02265:01610,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3044,chr12,132626710,5p,R,RSHY_106G_110_073,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
3045,chr12,132653728,3p,F,IBB11B08,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3046,chr12,132655847,3p,R,5O55L:02366:00996,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3047,chr12,132715776,3p,F,5O55L:01883:02592,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3048,chr12,132769900,3p,F,GXIEMIS01ARYLW,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3049,chr12,133147587,5p,F,RSHY_106BN_53_021,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
3050,chr13,20005492,3p,F,G13FKHM01A5V3B,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3051,chr13,20027729,3p,R,G13FKHM01AOSBA,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3052,chr13,20589433,3p,F,IBB13D8,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3053,chr13,20816973,5p,R,128__055,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
3054,chr13,20894736,3p,R,5O55L:01469:01053,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3055,chr13,21301291,3p,R,5O55L:02383:01867,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3056,chr13,23970084,3p,R,5O55L:00560:00527,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3057,chr13,24162624,3p,F,5O55L:01734:01162,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3058,chr13,24175868,3p,F,IBB2D9,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3059,chr13,24260541,3p,F,5O55L:02596:01758,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3060,chr13,24262837,3p,F,G13FKHM01AWBT8,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3061,chr13,27121823,3p,F,5O55L:02339:02318,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3062,chr13,27428790,3p,R,5O55L:00532:02020,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3063,chr13,27750387,3p,F,G13FKHM01BWHYL,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3064,chr13,28156676,3p,R,G13FKHM01AN0WA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3065,chr13,28181689,3p,F,5O55L:01546:01809,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3066,chr13,28204835,3p,R,5O55L:01613:02169,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3067,chr13,28247768,5p,F,RSHY_106BN_113_035,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
3068,chr13,28407019,3p,F,IBB3G02,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3069,chr13,28712676,3p,R,5O55L:02080:00807,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3070,chr13,29412708,3p,F,5O55L:00745:02451,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3071,chr13,29805502,3p,F,5O55L:00795:00407,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3072,chr13,29833737,5p,F,RSHY_106BN_54_019,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
3073,chr13,29842737,3p,R,5O55L:01129:00682,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3074,chr13,30235687,3p,R,G13FKHM01ADF9U,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3075,chr13,30279460,3p,F,G13FKHM01B29ZX,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3076,chr13,30294649,3p,R,ID24D4,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
3077,chr13,30378869,3p,R,G13FKHM01BJVUQ,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3078,chr13,30630742,3p,F,GXIEMIS01BX211,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3079,chr13,30636888,3p,R,5O55L:01286:02231,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3080,chr13,31898347,3p,R,GXIEMIS01A2XXA,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3081,chr13,32424291,3p,R,5O55L:01306:00942,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3082,chr13,32526773,3p,F,5O55L:01293:02124,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3083,chr13,32662097,3p,F,G13FKHM01A173C,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3084,chr13,32662862,3p,R,IBB9D03,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3085,chr13,32662914,3p,R,5O55L:01858:01606,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3086,chr13,32748838,3p,F,5O55L:02336:00704,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3087,chr13,32749590,3p,F,5O55L:02465:02669,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
