info/source_line,landmark,location,ltr,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/tissue,sample/tissue_url,sample/provirus_activity,environment,source_name
3960,chr15,76587849,3p,R,GXIEMIS01AD3BG,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3961,chr15,76729886,3p,F,5O55L:02312:01628,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3962,chr15,76764932,3p,F,GXIEMIS01AZRHA,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3963,chr15,77029700,3p,F,5O55L:02406:02308,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3964,chr15,77030509,3p,F,5O55L:01009:02666,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3965,chr15,77030694,3p,R,5O55L:01036:00810,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3966,chr15,77039404,3p,R,GXIEMIS01AOE91,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3967,chr15,77084070,3p,R,5O55L:00052:00094,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3968,chr15,77099534,3p,F,G13FKHM01ABVS7,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3969,chr15,77187672,3p,R,G13FKHM01BEX34,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3970,chr15,77347931,3p,F,G13FKHM01AYQD3,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3971,chr15,77511833,3p,F,G13FKHM01AGSDV,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3972,chr15,77539467,3p,F,G13FKHM01AEX9C,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3973,chr15,77624098,3p,R,5O55L:01068:00515,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3974,chr15,77726036,3p,R,5O55L:02502:01314,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3975,chr15,77755502,3p,F,5O55L:01890:02493,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3976,chr15,78317104,3p,F,GXIEMIS01ABLQB,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3977,chr15,78336942,3p,F,IBB10H05,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3978,chr15,78342914,3p,R,5O55L:02504:01926,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3979,chr15,78455885,5p,F,194_Mixed_047,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
3980,chr15,78762838,3p,R,GXIEMIS01BC4MN,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3981,chr15,78873939,3p,R,IBB15C6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3982,chr15,79218456,3p,R,5O55L:02538:02238,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3983,chr15,79607568,3p,R,G13FKHM01B1VCN,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3984,chr15,80404279,3p,R,IBB3D06,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
3985,chr15,81540425,3p,F,5O55L:01338:02420,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3986,chr15,82281235,3p,R,5O55L:00919:01592,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3987,chr15,83719377,3p,R,ID13E01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
3988,chr15,83750037,3p,R,G13FKHM01BG5YQ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3989,chr15,84550992,3p,F,5O55L:01564:01591,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3990,chr15,85075596,3p,F,5O55L:02274:00760,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
3991,chr15,85094977,3p,F,G13FKHM01BA0ON,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3992,chr15,85241193,3p,F,G13FKHM01ALFY9,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3993,chr15,85244318,3p,F,G13FKHM01BH6YU,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3994,chr15,85246886,3p,F,G13FKHM01BHT75,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3995,chr15,85527541,3p,F,GXIEMIS01AJLZ1,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3996,chr15,85573086,3p,R,5O55L:01367:01713,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3997,chr15,85625101,3p,R,G13FKHM01ARRJK,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
3998,chr15,85943364,3p,R,GXIEMIS01AM61H,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
3999,chr15,86071954,3p,R,G13FKHM01A4U1Q,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4000,chr15,86092251,3p,R,G13FKHM01A0J3J,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4001,chr15,86100125,5p,R,RSHY_106N59__059,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4002,chr15,86100699,3p,R,5O55L:02513:02088,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4003,chr15,86107436,3p,R,G13FKHM01B0ZIA,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4004,chr15,86164379,3p,F,GXIEMIS01AMCHZ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4005,chr15,86227608,3p,R,5O55L:00566:01981,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4006,chr15,86242365,3p,F,GXIEMIS01AJOYQ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4007,chr15,86246957,3p,R,GXIEMIS01AOIXR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4008,chr15,87721199,3p,R,ID26F1,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4009,chr15,87871729,3p,R,5O55L:02145:01805,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4010,chr15,89181305,3p,R,GXIEMIS01BIZOV,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4011,chr15,89419440,3p,R,GXIEMIS01AIWJ2,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4012,chr15,89801942,3p,R,5O55L:01835:02608,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4013,chr15,89809149,3p,F,5O55L:02508:02153,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4014,chr15,90135737,3p,R,G13FKHM01A995D,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4015,chr15,90384350,3p,F,IBB15D3,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4016,chr15,90548722,3p,R,GXIEMIS01A4X7V,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4017,chr15,90732017,3p,F,5O55L:01659:01947,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4018,chr15,90943733,3p,F,G13FKHM01ANWIG,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4019,chr15,90945508,3p,R,G13FKHM01AT78C,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4020,chr15,90951875,3p,F,5O55L:02441:02086,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4021,chr15,90954754,3p,F,5O55L:00288:00904,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4022,chr15,90961175,3p,F,GXIEMIS01AYJCE,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4023,chr15,90967352,3p,F,G13FKHM01AZW6D,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4024,chr15,90972950,5p,R,87__052,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4025,chr15,90973273,3p,F,5O55L:02402:00868,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4026,chr15,90973308,3p,F,IBB11D04,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4027,chr15,90980172,3p,F,G13FKHM01BW46O,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4028,chr15,90985127,3p,R,G13FKHM01BNV55,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4029,chr15,90987933,5p,R,RSHY_106_144BG_061,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4030,chr15,90998551,5p,F,RSHY_112C_105_061,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4031,chr15,91020821,3p,R,G13FKHM01AHUYB,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4032,chr15,91033938,3p,R,IBB3G11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4033,chr15,91094420,3p,R,G13FKHM01AANKX,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4034,chr15,91098717,3p,F,5O55L:01178:01786,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4035,chr15,91100003,3p,R,G13FKHM01BB7NE,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4036,chr15,91116778,3p,F,GXIEMIS01AP9Z9,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4037,chr15,91125405,3p,F,ID27A11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4038,chr15,91215081,3p,R,5O55L:01664:02241,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4039,chr15,91264676,3p,R,5O55L:02493:01684,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4040,chr15,91270649,3p,R,G13FKHM01BVDBU,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4041,chr15,91283182,3p,F,5O55L:02151:01108,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4042,chr15,91290865,3p,F,5O55L:02307:02576,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4043,chr15,91308201,3p,F,5O55L:02346:00789,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4044,chr15,91376900,5p,F,108__065,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4045,chr15,91380351,3p,F,5O55L:01550:00244,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4046,chr15,91865236,3p,R,G13FKHM01APA2O,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4047,chr15,91931896,3p,R,G13FKHM01BDSUP,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4048,chr15,92096253,3p,F,G13FKHM01A0WR3,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4049,chr15,93336908,3p,F,5O55L:00837:00182,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4050,chr15,93435136,3p,R,G13FKHM01AXM5H,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4051,chr15,93436250,3p,R,GXIEMIS01A90UN,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4052,chr15,93439212,3p,R,G13FKHM01BMVE4,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4053,chr15,93440248,3p,F,IBB15A2,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4054,chr15,93442651,3p,R,GXIEMIS01BF22M,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4055,chr15,93472129,3p,F,5O55L:00738:00832,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4056,chr15,93486008,3p,R,G13FKHM01AKQMA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4057,chr15,93498567,3p,F,GXIEMIS01ATPL6,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4058,chr15,93534695,3p,R,G13FKHM01ASJ4M,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4059,chr15,94152525,3p,F,5O55L:02500:02532,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4060,chr15,94782409,3p,F,5O55L:02395:01583,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4061,chr15,94819518,3p,R,G13FKHM01AJJFF,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4062,chr15,94891228,3p,F,G13FKHM01BOZAH,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4063,chr15,95186384,3p,F,5O55L:00239:02065,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4064,chr15,95516203,3p,F,5O55L:02292:01504,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4065,chr15,96263355,3p,F,5O55L:02184:00631,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4066,chr15,96942868,3p,F,5O55L:02473:00811,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4067,chr15,98184698,3p,F,G13FKHM01AJCK4,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4068,chr15,98261098,3p,R,G13FKHM01BRFLI,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4069,chr15,99349971,3p,F,ID3A11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4070,chr15,99894346,3p,R,IBB3C01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4071,chr15,100117126,3p,R,5O55L:02017:02561,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4072,chr15,100150095,3p,F,GXIEMIS01BF3IJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4073,chr15,100224501,3p,R,G13FKHM01BV2CW,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4074,chr15,100235143,3p,R,5O55L:01903:01415,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4075,chr15,101133695,3p,R,5O55L:02381:01564,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4076,chr15,101661440,3p,F,G13FKHM01AWE6K,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4077,chr15,101751320,3p,R,5O55L:00563:00199,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4078,chr15,101769173,3p,F,IBB11E01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4079,chr15,102222090,3p,F,5O55L:02352:01747,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4080,chr15,102253940,3p,F,G13FKHM01BPBQA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4081,chr16,142208,3p,F,ID24H4,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4082,chr16,158321,3p,F,5O55L:02102:00479,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4083,chr16,159782,3p,R,5O55L:01808:01967,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4084,chr16,183058,3p,F,IBB8D04,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4085,chr16,249270,3p,F,5O55L:02535:01407,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4086,chr16,267775,3p,R,5O55L:00512:01255,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4087,chr16,270154,3p,F,G13FKHM01BPQX1,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4088,chr16,271264,5p,F,RSHY_BN_344_044,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4089,chr16,274228,3p,R,IBB6D08,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4090,chr16,277673,3p,F,ID30G12,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4091,chr16,277916,3p,F,5O55L:02425:01279,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4092,chr16,366516,3p,F,GXIEMIS01AR96T,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4093,chr16,366583,3p,F,GXIEMIS01AMH36,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4094,chr16,367151,5p,F,RSHY_112C_22_043,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4095,chr16,478706,3p,F,ID9E6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4096,chr16,479827,3p,F,IBB7E08,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4097,chr16,481751,3p,R,IBB3A01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4098,chr16,485411,5p,R,RSHY_106_143BG_063,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4099,chr16,502174,3p,F,IBB2H10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4100,chr16,504228,3p,R,GXIEMIS01ASA3I,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4101,chr16,536379,3p,R,5O55L:02393:01007,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4102,chr16,666374,3p,F,GXIEMIS01AL8QZ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4103,chr16,732080,5p,F,105__071,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4104,chr16,981849,3p,R,G13FKHM01A05W1,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4105,chr16,989069,3p,F,GXIEMIS01APNIH,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4106,chr16,1050568,3p,R,G13FKHM01BWIWE,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4107,chr16,1366884,3p,F,5O55L:00087:01012,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4108,chr16,1367148,3p,F,5O55L:00814:02081,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4109,chr16,1461023,5p,R,182__066,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4110,chr16,1466962,3p,R,5O55L:00652:02187,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4111,chr16,1556326,3p,F,ID28E6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4112,chr16,1572004,3p,R,GXIEMIS01BLFJ0,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4113,chr16,1606606,3p,R,G13FKHM01ADW9L,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4114,chr16,1669689,3p,R,G13FKHM01B23A1,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4115,chr16,1675550,3p,F,IBB4B10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4116,chr16,1677138,5p,F,HSHY_BN228__009,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4117,chr16,1678758,3p,F,G13FKHM01AWRHW,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4118,chr16,1690169,3p,F,5O55L:02325:00887,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4119,chr16,1738878,3p,F,IBB13C2,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4120,chr16,1738999,3p,R,IBB6G10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4121,chr16,1739071,3p,F,5O55L:01424:02506,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4122,chr16,1744168,3p,F,ID30A6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4123,chr16,1752729,3p,R,5O55L:00696:01517,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4124,chr16,1759533,5p,R,RSHY_106BN_109_043,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4125,chr16,1767835,3p,R,5O55L:00613:01892,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4126,chr16,1803169,3p,F,5O55L:02516:02380,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4127,chr16,1828014,3p,F,G13FKHM01AQWGV,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4128,chr16,1850566,5p,F,259_Mixed_031,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4129,chr16,1881292,3p,R,IBB3C08,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4130,chr16,1887626,3p,F,5O55L:02200:01304,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4131,chr16,1898319,3p,F,GXIEMIS01AC713,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4132,chr16,2307914,3p,F,ID29H10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4133,chr16,2308417,3p,R,IBB13C11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4134,chr16,2309466,3p,R,ID29G4,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4135,chr16,2309964,3p,R,IBB3E07,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4136,chr16,2310145,3p,R,5O55L:02224:02394,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4137,chr16,2313424,3p,R,GXIEMIS01ARIC4,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4138,chr16,2366736,5p,F,RSHY_106_162G_007,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4139,chr16,2481477,3p,R,G13FKHM01BV9P8,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4140,chr16,2486522,3p,R,ID23H11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4141,chr16,2491889,3p,R,5O55L:02562:02554,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4142,chr16,2494731,3p,F,5O55L:02354:01619,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4143,chr16,2495337,5p,F,298__004,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4144,chr16,2498714,5p,F,68__018,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4145,chr16,2592358,3p,F,5O55L:01865:02380,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4146,chr16,2592418,3p,F,GXIEMIS01BBSFU,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
4147,chr16,2637376,5p,F,RSHY_106G_70_085,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
4148,chr16,2639990,3p,F,5O55L:02476:01911,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
4149,chr16,2719406,3p,R,IBB7G07,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4150,chr16,2810583,3p,R,G13FKHM01BREVJ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4151,chr16,2811326,3p,F,ID25A10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
4152,chr16,2965999,5p,R,RSHY_106BN24__057,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
4153,chr16,2973390,3p,F,G13FKHM01BI5G3,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
4154,chr16,2991156,3p,F,IBB14G6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
4155,chr16,2993828,3p,R,5O55L:01429:01480,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
